sep=,
"Time","reducirimagen-755894457-2dwpd","reducirimagen-755894457-2nqj2","reducirimagen-755894457-6pc9g","reducirimagen-755894457-6q5m5","reducirimagen-755894457-6xrp6","reducirimagen-755894457-798hp","reducirimagen-755894457-7xwkm","reducirimagen-755894457-8xbk5","reducirimagen-755894457-bwsr6","reducirimagen-755894457-cgd2k","reducirimagen-755894457-dvw22","reducirimagen-755894457-fs6fk","reducirimagen-755894457-fvp9d","reducirimagen-755894457-fwtfs","reducirimagen-755894457-gcgbr","reducirimagen-755894457-hlz85","reducirimagen-755894457-j29q8","reducirimagen-755894457-j8rp8","reducirimagen-755894457-jcjhb","reducirimagen-755894457-jclgd","reducirimagen-755894457-krcrr","reducirimagen-755894457-lcp7m","reducirimagen-755894457-lhss9","reducirimagen-755894457-mdpdd","reducirimagen-755894457-mwqjp","reducirimagen-755894457-ngfdz","reducirimagen-755894457-nv2rd","reducirimagen-755894457-pb55s","reducirimagen-755894457-pxsqg","reducirimagen-755894457-q6tkg","reducirimagen-755894457-qk654","reducirimagen-755894457-r4scc","reducirimagen-755894457-slz2k","reducirimagen-755894457-t8v66","reducirimagen-755894457-vd95h","reducirimagen-755894457-vnqdn","reducirimagen-755894457-vx5m8","reducirimagen-755894457-w6xnw","reducirimagen-755894457-wxhsr","reducirimagen-755894457-xpnnj","reducirimagen-755894457-zhvt9"
2025-04-15 16:15:00,,,198 MB,,,,,,,,,198 MB,,,,,,,,,,196 MB,,,,,,204 MB,,,,,,,,,,,,,257 MB
2025-04-15 16:15:20,,,198 MB,,,,,,,,,199 MB,,,,,,,,,,197 MB,,,,,,204 MB,,,,,,,,,,,,,239 MB
2025-04-15 16:15:40,,,198 MB,,,,,,,,,199 MB,,,,,,,,,,197 MB,,,,,,204 MB,,,,,,,,,,,,,240 MB
2025-04-15 16:16:00,,,198 MB,,,,,,,,,200 MB,,,,,,,,,,197 MB,,,,,,204 MB,,,,,,,,,,,,,238 MB
2025-04-15 16:16:20,,,199 MB,,,,,,,,,200 MB,,,,,,,,,,198 MB,,,,,,206 MB,,,,,,,,,,,,,228 MB
2025-04-15 16:16:40,,,199 MB,,,,,,,,,200 MB,,,,,,,,,,197 MB,,,,,,205 MB,,,,,,,,,,,,,229 MB
2025-04-15 16:17:00,,,199 MB,,,,,,,,,200 MB,,,,,,,,,,198 MB,,,,,,205 MB,,,,,,,,,,,,,221 MB
2025-04-15 16:17:20,,,201 MB,,,,,,,,,200 MB,,,,,,,,,,198 MB,,,,,,205 MB,,,,,,,,,,,,,211 MB
2025-04-15 16:17:40,,,198 MB,,,,,,,,,201 MB,,,,,,,,,,198 MB,,,,,,205 MB,,,,,,,,,,,,,210 MB
2025-04-15 16:18:00,,,198 MB,,,,,,,,,201 MB,,,,,,,,,,199 MB,,,,,,205 MB,,,,,,,,,,,,,210 MB
2025-04-15 16:18:20,,,198 MB,,,,,,,,,201 MB,,,,,,,,,,200 MB,,,,,,208 MB,,,,,,,,,,,,,212 MB
2025-04-15 16:18:40,,,201 MB,,,,,,,,,201 MB,,,,,,,,,,200 MB,,,,,,209 MB,,,,,,,,,,,,,212 MB
2025-04-15 16:19:00,,,201 MB,,,,,,,,,199 MB,,,,,,,,,,201 MB,,,,,,215 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:19:20,,,204 MB,,,,,,,,,199 MB,,,,,,,,,,201 MB,,,,,,210 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:19:40,,,204 MB,,,,,,,,,199 MB,,,,,,,,,,201 MB,,,,,,210 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:20:00,,,204 MB,,,,,,,,,200 MB,,,,,,,,,,201 MB,,,,,,210 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:20:20,,,205 MB,,,,,,,,,200 MB,,,,,,,,,,202 MB,,,,,,210 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:20:40,,,205 MB,,,,,,,,,200 MB,,,,,,,,,,202 MB,,,,,,210 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:21:00,,,205 MB,,,,,,,,,200 MB,,,,,,,,,,205 MB,,,,,,210 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:21:20,,,205 MB,,,,,,,,,200 MB,,,,,,,,,,207 MB,,,,,,211 MB,,,,,,,,,,,,,213 MB
2025-04-15 16:21:40,,,206 MB,,,,,,,,,200 MB,,,,,,,,,,207 MB,,,,,,211 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:22:00,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,207 MB,,,,,,211 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:22:20,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,208 MB,,,,,,211 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:22:40,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,208 MB,,,,,,211 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:23:00,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,208 MB,,,,,,217 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:23:20,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,208 MB,,,,,,211 MB,,,,,,,,,,,,,214 MB
2025-04-15 16:23:40,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:24:00,,,211 MB,,,,,,,,,201 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:24:20,,,211 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:24:40,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:25:00,,,212 MB,,,,,,,,,204 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:25:20,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,215 MB
2025-04-15 16:25:40,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,218 MB
2025-04-15 16:26:00,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,218 MB
2025-04-15 16:26:20,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,218 MB
2025-04-15 16:26:40,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,218 MB
2025-04-15 16:27:00,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,217 MB
2025-04-15 16:27:20,,,212 MB,,,,,,,,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,219 MB
2025-04-15 16:27:40,,,212 MB,,,,,,,0 B,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,219 MB
2025-04-15 16:28:00,,,212 MB,,,,,,,176 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,,222 MB
2025-04-15 16:28:20,,,212 MB,,,,,,,184 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,0 B,223 MB
2025-04-15 16:28:40,,,212 MB,,,,,,,210 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,172 MB,223 MB
2025-04-15 16:29:00,,,212 MB,,,,0 B,,,210 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,179 MB,223 MB
2025-04-15 16:29:20,,,212 MB,,,,173 MB,,,211 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,,,,,,,,,,,,200 MB,223 MB
2025-04-15 16:29:40,,,212 MB,,,,177 MB,,,212 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,0 B,,,,,,,,,,,201 MB,223 MB
2025-04-15 16:30:00,,,212 MB,,,,181 MB,,,212 MB,,202 MB,,,,,,,,,,209 MB,,,,,,212 MB,168 MB,,,,,,,,,,,201 MB,223 MB
2025-04-15 16:30:20,,,,,,,201 MB,,,213 MB,,202 MB,,,,,,,,,,,,,,,,,168 MB,,,,,,,,,,,202 MB,222 MB
2025-04-15 16:30:40,,,,,,,201 MB,,,213 MB,,,,,,,,,,,,,,,,,,,175 MB,,,,,,,,,,,203 MB,222 MB
2025-04-15 16:31:00,,,,,,,202 MB,,,213 MB,,,,,,,,,,,,,,,,,,,197 MB,,,,,,,,,,,204 MB,222 MB
2025-04-15 16:31:20,,,,,,,203 MB,,,213 MB,,,,,,,,,,,,,,,,,,,197 MB,,,,,,,,,,,204 MB,221 MB
2025-04-15 16:31:40,,,,,,,203 MB,,,213 MB,,,,,,,,,,,,,,,,,,,198 MB,,,,,,,,,,,204 MB,222 MB
2025-04-15 16:32:00,,,,,,,203 MB,,,213 MB,,,,,,,,,,,,,,,,,,,199 MB,,,,,,,,,,,204 MB,222 MB
2025-04-15 16:32:20,,,,,,,203 MB,,,213 MB,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:32:40,,,,,,,204 MB,,,213 MB,,,,,,,,,,,,,,,,,,,203 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:33:00,,,,,,,204 MB,,,214 MB,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:33:20,,,,,,,204 MB,,,214 MB,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:33:40,,,,,,,204 MB,,,214 MB,,,,,,,,,,,,,,,,,,,200 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:34:00,,,,,,,204 MB,,,214 MB,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,205 MB,222 MB
2025-04-15 16:34:20,,,,,,,205 MB,,,214 MB,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,208 MB,222 MB
2025-04-15 16:34:40,,,,,,,205 MB,,,215 MB,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,209 MB,223 MB
2025-04-15 16:35:00,,,,,,,205 MB,,,215 MB,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,209 MB,223 MB
2025-04-15 16:35:20,,,,,,,205 MB,,,215 MB,,,,,,,,,,,,,,,,,,,201 MB,,,,,,,,,,,208 MB,223 MB
2025-04-15 16:35:40,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,202 MB,,,,,,,,,,,209 MB,229 MB
2025-04-15 16:36:00,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,202 MB,,,,,,,,,,,208 MB,223 MB
2025-04-15 16:36:20,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,209 MB,223 MB
2025-04-15 16:36:40,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,209 MB,227 MB
2025-04-15 16:37:00,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:37:20,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:37:40,,,,,,,206 MB,,,215 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:38:00,,,,,,,206 MB,,,216 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:38:20,,,,,,,206 MB,,,217 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:38:40,,,,,,,207 MB,,,217 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,209 MB,228 MB
2025-04-15 16:39:00,,,,,,,207 MB,,,217 MB,,,,,,,,,,,,,,,,,,,205 MB,,,,,,,,,,,210 MB,228 MB
2025-04-15 16:39:20,,,,,,,207 MB,,,218 MB,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,214 MB,228 MB
2025-04-15 16:39:40,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,207 MB,229 MB
2025-04-15 16:40:00,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,207 MB,229 MB
2025-04-15 16:40:20,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,207 MB,229 MB
2025-04-15 16:40:40,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,206 MB,,,,,,,,,,,207 MB,229 MB
2025-04-15 16:41:00,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,203 MB,,,,,,,,,,,207 MB,229 MB
2025-04-15 16:41:20,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,203 MB,,,,,,,,,,,208 MB,229 MB
2025-04-15 16:41:40,,,,,,,206 MB,,,218 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,230 MB
2025-04-15 16:42:00,,,,,,,207 MB,,,219 MB,,,,,,,,,,,,,,,,,,,203 MB,,,,,,,,,,,208 MB,230 MB
2025-04-15 16:42:20,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,230 MB
2025-04-15 16:42:40,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,233 MB
2025-04-15 16:43:00,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,233 MB
2025-04-15 16:43:20,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,234 MB
2025-04-15 16:43:40,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,233 MB
2025-04-15 16:44:00,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,233 MB
2025-04-15 16:44:20,,,,,,,206 MB,,,219 MB,,,,,,,,,,,,,,,,,,,204 MB,,,,,,,,,,,208 MB,234 MB
2025-04-15 16:44:40,,,,,,,206 MB,,,219 MB,,,,,,,,,,,0 B,,,,,,,,204 MB,,,,,,,,,,,208 MB,234 MB
2025-04-15 16:45:00,,,,,,,206 MB,,,219 MB,,,,,,,,,,,178 MB,,,,,,,,204 MB,,,,,,,,,,,208 MB,240 MB
2025-04-15 16:45:20,,,,,,,206 MB,,,219 MB,,,0 B,,,,,,,,205 MB,,,,,,,,204 MB,,,,,,,,,,,208 MB,235 MB
2025-04-15 16:45:40,,,,,,,206 MB,,,219 MB,,,170 MB,,,,,,,,206 MB,,,,,,,,204 MB,,,,,,,,,,,208 MB,235 MB
2025-04-15 16:46:00,,,,,,,206 MB,,,219 MB,,,174 MB,,,,,,0 B,,207 MB,,,,,,,,204 MB,,,,,,,,,,,208 MB,235 MB
2025-04-15 16:46:20,,,,,,,206 MB,,,219 MB,,,195 MB,,,,,,167 MB,,208 MB,,,,,,,,204 MB,,,,,,,,,,,208 MB,235 MB
2025-04-15 16:46:40,,,,,,,206 MB,,,219 MB,,,196 MB,,,,,,170 MB,,208 MB,,,,,,,,204 MB,,0 B,,,,,,,,,208 MB,235 MB
2025-04-15 16:47:00,,,,,,,206 MB,,,219 MB,,,197 MB,,,,,,191 MB,,209 MB,,,,,,,,204 MB,,165 MB,,,,,,,,,208 MB,235 MB
2025-04-15 16:47:20,,,,,,,,,,219 MB,,,197 MB,,,,,,192 MB,,209 MB,,,,,,,,204 MB,,168 MB,,,,,,,,,208 MB,235 MB
2025-04-15 16:47:40,,,,,,,,,,,,,198 MB,,,,,,193 MB,,209 MB,,,,,,,,,,193 MB,,,,,,,,,,235 MB
2025-04-15 16:48:00,,,,,,,,,,,,,198 MB,,,,,,194 MB,,209 MB,,,,,,,,,,194 MB,,,,,,,,,,235 MB
2025-04-15 16:48:20,,,,,,,,,,,,,199 MB,,,,,,194 MB,,210 MB,,,,,,,,,,195 MB,,,,,,,,,,235 MB
2025-04-15 16:48:40,,,,,,,,,,,,,199 MB,,,,,,195 MB,,210 MB,,,,,,,,,,196 MB,,,,,,,,,,237 MB
2025-04-15 16:49:00,,,,,,,,,,,,,199 MB,,,,,,195 MB,,210 MB,,,,,,,,,,197 MB,,,,,,,,,,235 MB
2025-04-15 16:49:20,,,,,,,,,,,,,200 MB,,,,,,195 MB,,210 MB,,,,,,,,,,197 MB,,,,,,,,,,236 MB
2025-04-15 16:49:40,,,,,,,,,,,,,200 MB,,,,,,195 MB,,210 MB,,,,,,,,,,197 MB,,,,,,,,,,236 MB
2025-04-15 16:50:00,,,,,,,,,,,,,200 MB,,,,,,195 MB,,211 MB,,,,,,,,,,197 MB,,,,,,,,,,236 MB
2025-04-15 16:50:20,,,,,,,,,,,,,200 MB,,,,,,196 MB,,211 MB,,,,,,,,,,198 MB,,,,,,,,,,236 MB
2025-04-15 16:50:40,,,,,,,,,,,,,200 MB,,,,,,196 MB,,211 MB,,,,,,,,,,198 MB,,,,,,,,,,236 MB
2025-04-15 16:51:00,,,,,,,,,,,,,201 MB,,,,,,196 MB,,211 MB,,,,,,,,,,198 MB,,,,,,,,,,236 MB
2025-04-15 16:51:20,,,,,,,,,,,,,203 MB,,,,,,196 MB,,211 MB,,,,,,,,,,199 MB,,,,,,,,,,236 MB
2025-04-15 16:51:40,,,,,,,,,,,,,204 MB,,,,,,197 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,237 MB
2025-04-15 16:52:00,,,,,,,,,,,,,204 MB,,,,,,197 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,237 MB
2025-04-15 16:52:20,,,,,,,,,,,,,204 MB,,,,,,197 MB,,211 MB,,,,,,,,,,203 MB,,,,,,,,,,237 MB
2025-04-15 16:52:40,,,,,,,,,,,,,204 MB,,,,,,198 MB,,212 MB,,,,,,,,,,203 MB,,,,,,,,,,237 MB
2025-04-15 16:53:00,,,,,,,,,,,,,205 MB,,,,,,198 MB,,212 MB,,,,,,,,,,197 MB,,,,,,,,,,237 MB
2025-04-15 16:53:20,,,,,,,,,,,,,205 MB,,,,,,198 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,240 MB
2025-04-15 16:53:40,,,,,,,,,,,,,205 MB,,,,,,198 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,237 MB
2025-04-15 16:54:00,,,,,,,,,,,,,205 MB,,,,,,198 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,237 MB
2025-04-15 16:54:20,,,,,,,,,,,,,205 MB,,,,,,198 MB,,212 MB,,,,,,,,,,199 MB,,,,,,,,,,237 MB
2025-04-15 16:54:40,,,,,,,,,,,,,205 MB,,,,,,198 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:55:00,,,,,,,,,,,,,205 MB,,,,,,199 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:55:20,,,,,,,,,,,,,206 MB,,,,,,199 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:55:40,,,,,,,,,,,,,206 MB,,,,,,199 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:56:00,,,,,,,,,,,,,203 MB,,,,,,199 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:56:20,,,,,,,,,,,,,203 MB,,,,,,199 MB,,214 MB,,,,,,,,,,200 MB,,,,,,,,,,237 MB
2025-04-15 16:56:40,,,,,,,,,,,,,203 MB,,,,,,206 MB,,214 MB,,,,,,,,,,201 MB,,,,,,,,,,237 MB
2025-04-15 16:57:00,,,,,,,,,,,,,203 MB,,,,,,199 MB,,215 MB,,,,,,,,,,212 MB,,,,,,,,,,238 MB
2025-04-15 16:57:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,200 MB,,,,,,,,,,238 MB
2025-04-15 16:57:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,200 MB,,,,,,,,,,238 MB
2025-04-15 16:58:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,200 MB,,,,,,,,,,238 MB
2025-04-15 16:58:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,200 MB,,,,,,,,,,238 MB
2025-04-15 16:58:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,238 MB
2025-04-15 16:59:00,,,,,,,,,,,,,204 MB,,,,,,201 MB,,215 MB,,,,,,,,,,200 MB,,,,,,,,,,238 MB
2025-04-15 16:59:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,238 MB
2025-04-15 16:59:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,238 MB
2025-04-15 17:00:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:00:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:00:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:01:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:01:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,,215 MB,,,,,,,,,,201 MB,,,,,,,,,,239 MB
2025-04-15 17:01:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,0 B,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:02:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,180 MB,215 MB,,,,,,,,,,201 MB,,,,,,,,,,240 MB
2025-04-15 17:02:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,208 MB,215 MB,,,,,,,,,,201 MB,,,,,,,,0 B,,240 MB
2025-04-15 17:02:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,209 MB,215 MB,,,,,,,,,,201 MB,,,,,,,,167 MB,,241 MB
2025-04-15 17:03:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,210 MB,215 MB,,,,,,0 B,,,,201 MB,,,,,,,,174 MB,,241 MB
2025-04-15 17:03:20,,,,,,,,,,,,,204 MB,,,,,,200 MB,211 MB,215 MB,,,,,,166 MB,,,,201 MB,,,,,,,,190 MB,,241 MB
2025-04-15 17:03:40,,,,,,,,,,,,,204 MB,,,,,,200 MB,212 MB,215 MB,,,,0 B,,172 MB,,,,201 MB,,,,,,,,191 MB,,241 MB
2025-04-15 17:04:00,,,,,,,,,,,,,204 MB,,,,,,200 MB,212 MB,215 MB,,,,163 MB,,195 MB,,,,201 MB,,,,,,,,192 MB,,240 MB
2025-04-15 17:04:20,,,,,,,,,,,,,,,,,,,,212 MB,,,,,175 MB,,196 MB,,,,201 MB,,,,,,,,192 MB,,239 MB
2025-04-15 17:04:40,,,,,,,,,,,,,,,,,,,,212 MB,,,,,184 MB,,197 MB,,,,,,,,,,,,194 MB,,239 MB
2025-04-15 17:05:00,,,,,,,,,,,,,,,,,,,,212 MB,,,,,198 MB,,197 MB,,,,,,,,,,,,195 MB,,239 MB
2025-04-15 17:05:20,,,,,,,,,,,,,,,,,,,,212 MB,,,,,204 MB,,198 MB,,,,,,,,,,,,199 MB,,238 MB
2025-04-15 17:05:40,,,,,,,,,,,,,,,,,,,,218 MB,,,,,198 MB,,198 MB,,,,,,,,,,,,195 MB,,238 MB
2025-04-15 17:06:00,,,,,,,,,,,,,,,,,,,,213 MB,,,,,200 MB,,199 MB,,,,,,,,,,,,196 MB,,238 MB
2025-04-15 17:06:20,,,,,,,,,,,,,,,,,,,,213 MB,,,,,201 MB,,199 MB,,,,,,,,,,,,196 MB,,237 MB
2025-04-15 17:06:40,,,,,,,,,,,,,,,,,,,,213 MB,,,,,201 MB,,199 MB,,,,,,,,,,,,196 MB,,237 MB
2025-04-15 17:07:00,,,,,,,,,,,,,,,,,,,,213 MB,,,,,201 MB,,200 MB,,,,,,,,,,,,196 MB,,237 MB
2025-04-15 17:07:20,,,,,,,,,,,,,,,,,,,,215 MB,,,,,201 MB,,200 MB,,,,,,,,,,,,196 MB,,236 MB
2025-04-15 17:07:40,,,,,,,,,,,,,,,,,,,,211 MB,,,,,201 MB,,200 MB,,,,,,,,,,,,197 MB,,236 MB
2025-04-15 17:08:00,,,,,,,,,,,,,,,,,,,,208 MB,,,,,202 MB,,200 MB,,,,,,,,,,,,197 MB,,231 MB
2025-04-15 17:08:20,,,,,,,,,,,,,,,,,,,,208 MB,,,,,202 MB,,200 MB,,,,,,,,,,,,203 MB,,217 MB
2025-04-15 17:08:40,,,,,,,,,,,,,,,,,,,,209 MB,,,,,202 MB,,200 MB,,,,,,,,,,,,203 MB,,217 MB
2025-04-15 17:09:00,,,,,,,,,,,,,,,,,,,,209 MB,,,,,202 MB,,201 MB,,,,,,,,,,,,197 MB,,217 MB
2025-04-15 17:09:20,,,,,,,,,,,,,,,,,,,,209 MB,,,,,202 MB,,201 MB,,,,,,,,,,,,197 MB,,217 MB
2025-04-15 17:09:40,,,,,,,,,,,,,,,,,,,,209 MB,,,,,203 MB,,201 MB,,,,,,,,,,,,197 MB,,217 MB
2025-04-15 17:10:00,,,,,,,,,,,,,,,,,,,,209 MB,,,,,203 MB,,201 MB,,,,,,,,,,,,197 MB,,217 MB
2025-04-15 17:10:20,,,,,,,,,,,,,,,,,,,,210 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,198 MB,,217 MB
2025-04-15 17:10:40,,,,,,,,,,,,,,,,,,,,210 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,198 MB,,218 MB
2025-04-15 17:11:00,,,,,,,,,,,,,,,,,,,,210 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,198 MB,,218 MB
2025-04-15 17:11:20,,,,,,,,,,,,,,,,,,,,210 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,215 MB,,218 MB
2025-04-15 17:11:40,,,,,,,,,,,,,,,,,,,,210 MB,,,,,203 MB,,202 MB,,,,,,,,,,,,198 MB,,218 MB
2025-04-15 17:12:00,,,,,,,,,,,,,,,,,,,,210 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,198 MB,,218 MB
2025-04-15 17:12:20,,,,,,,,,,,,,,,,,,,,210 MB,,,,,204 MB,,202 MB,,,,,,,,,,,,205 MB,,218 MB
2025-04-15 17:12:40,,,,,,,,,,,,,,,,,,,,210 MB,,,,,204 MB,,203 MB,,,,,,,,,,,,199 MB,,218 MB
2025-04-15 17:13:00,,,,,,,,,,,,,,,,,,,,211 MB,,,,,204 MB,,203 MB,,,,,,,,,,,,199 MB,,219 MB
2025-04-15 17:13:20,,,,,,,,,,,,,,,,,,,,211 MB,,,,,204 MB,,203 MB,,,,,,,,,,,,199 MB,,219 MB
